key,full name
河南省周口专区越调剧团,河南省周口专区越调剧团(Yue Diao Opera Troupe in Zhoukou Special Area of Henan Province)
刘金山,刘金山(Liu Jinshan)
王珙,王珙(Wang Gong)
沈喜林,沈喜林(Shen Xilin)
颜美怡,颜美怡(Yan Meiyi)
罗克功,罗克功(Luo Kegong)
程友林,程友林(Cheng Youlin)
管石銮,管石銮(Guan Shiluan)
李德贵,李德贵(Li Degui)
郑桦,郑桦(Zheng Hua)
廖世立,廖世立(Liao Shili)
王珏,王珏(Wang Jue)
成凌,成凌(Cheng Ling)
林景,林景(Lin Jing)
贾兴惠,贾兴惠(Jia Xinghui)
武金川,武金川(Wu Jinchuan)
英若诚,英若诚(Ying Ruocheng)
张沼滨,张沼滨(Zhang Zhaobin)
杭麟童,杭麟童(Hang Lintong)
郑梅,郑梅(Zheng Mei)
刘教级,刘教级(Liu Jiaoji)
陆伟良,陆伟良(Lu Weiliang)
徐锦文,徐锦文(Xu Jinwen)
张波,张波(Zhang Bo)
谷春章,谷春章(Gu Chunzhang)
李士怀,李士怀(Li Shihuai)
程又林,程又林(Cheng Youlin)
许虹,许虹(Xu Hong)
陈晋水,陈晋水(Chen Jinshui)
肖龙,肖龙(Xiao Long)
张小玲,张小玲(Zhang Xiaoling)
米拉丁,米拉丁(Milatin (Uyghur))
张泽,张泽(Zhang Ze)
徐彬,徐彬(Xu Bin)
马盛龙,马盛龙(Ma Shenglong)
向彬人,向彬人(Xiang Binren)
张棣昌,张棣昌(Zhang Dichang)
张幻梦,张幻梦(Zhang Huanmeng)
孙雍蓉,孙雍蓉(Sun Yongrong)
吴伯芳,吴伯芳(Wu Bofang)
季云鹏,季云鹏(Ji Yunpeng)
阁日荣,阁日荣(Ge Rirong)
林朴华,林朴华(Lin Pohua)
徐清扬,徐清扬(Xu Qingyang)
杨昌林,杨昌林(Yang Changlin)
林荫梧,林荫梧(Lin Yinwu)
马双庆,马双庆(Ma Shuangqing)
方声远,方声远(Fang Shengyuan)
何超群,何超群(He Chaoqun)
李伟修,李伟修(Li Weixiu)
王琪,王琪(Wang Qi)
莫汝诚,莫汝诚(Mo Rucheng)
陈梅村,陈梅村(Chen Meicun)
牛汉诚,牛汉诚(Niu Hancheng)
赵季康,赵季康(Zhao Jikang)
贺绿汀,贺绿汀(He Lvting)
王琛,王琛(Wang Chen)
傅起云,傅起云(Fu Qiyun)
辛之,辛之(Xin Zhi)
杨津亭,杨津亭(Yang Jinting)
金艳芳,金艳芳(Jin Yanfang)
北京市曲剧艺术剧团曲剧队,北京市曲剧艺术剧团曲剧队(Quju Troupe of Beijing Opera Art Troupe)
王玉祥,王玉祥(Wang Yuxiang)
赵俊良,赵俊良(Zhao Junliang)
任宗德,任宗德(Ren Zongde)
谭建章,谭建章(Tan Jianzhang)
徐徐,徐徐(Xu Xu)
井淼,井淼(Jing Miao)
肖庆云,肖庆云(Xiao Qingyun)
王学文,王学文(Wang Xuewen)
广西省桂剧艺术团音乐组,广西省桂剧艺术团音乐组(Guangxi Gui Opera Art Troupe Music Group)
朱泉根,朱泉根(Zhu Quangen)
赵德钰,赵德钰(Zhao Deyu)
关键,关键(Guan Jian)
张云风,张云风(Zhang Yunfeng)
河南省京剧团乐队,河南省京剧团乐队(Peking Opera Troupe of Henan Province)
任梅仙,任梅仙(Ren Meixian)
何雅,何雅(He Ya)
师伟,师伟(Shi Wei)
罗锦麟,罗锦麟(Luo Jinlin)
战友文工团,战友文工团(Comrades Art Troupe)
陈述希,陈述希(Chen Shuxi)
白瑞克,白瑞克(Bai Ruike)
呼中陶,呼中陶(Hu Zhongtao)
陶秦,陶秦(Tao Qin)
宫静芝,宫静芝(Gong Jingzhi)
王悦芳,王悦芳(Wang Yuefang)
王仁浩,王仁浩(Wang Renhao)
黄伯寿,黄伯寿(Huang Boshou)
常苏民,常苏民(Chang Sumin)
钱树榕,钱树榕(Qian Shurong)
刘金鼐,刘金鼐(Liu Jinnai)
刘金鼎,刘金鼎(Liu Jinding)
岳勋烈,岳勋烈(Yue Xunlie)
朱惠馨,朱惠馨(Zhu Huixin)
王瑛,王瑛(Wang Ying)
罗安顺,罗安顺(Luo Anshun)
陈少春,陈少春(Chen Shaochun)
吴建安,吴建安(Wu Jianan)
顾兆林,顾兆林(Gu Zhaolin)
史建南,史建南(Shi Jiannan)
李天寿,李天寿(Li Tianshou)
金淑芝,金淑芝(Jin Shuzhi)
杨沫,杨沫(Yang Mo)
阿不都力密提,阿不都力密提(Abdulmithi (Uyghur))
竺菊香,竺菊香(Zhu Juxiang)
托乎提艾则孜,托乎提艾则孜(Tuohuti Alziz (Uyghur))
王长山,王长山(Wang Zhangshan)
关明国,关明国(Guan Mingguo)
宝音吉尔嘎郎,宝音吉尔嘎郎(Baoyin Jiergalang (Mongolian))
李万甫,李万甫(Li Wanfu)
范冠英,范冠英(Fan Guanying)
麦大非,麦大非(Mai Dafei)
赵光,赵光(Zhao Guang)
杜宝宇,杜宝宇(Du Baoyu)
马志新,马志新(Ma Zhixin)
林朗,林朗(Lin Lang)
于春燕,于春燕(Yu Chunyan)
叶银章,叶银章(Ye Yinzhang)
王善尊,王善尊(Wang Shanzun)
李君磐,李君磐(Li Junpan)
王璋,王璋(Wang Zhang)
王尚信,王尚信(Wang Shangxin)
王怀国,王怀国(Wang Huaiguo)
冉碧莲,冉碧莲(Ran Bilian)
尉赛,尉赛(Wei Sai)
赵元,赵元(Zhao Yuan)
牟声,牟声(Mou Sheng)
丁聪,丁聪(Ding Cong)
马少孔,马少孔(Ma Shaokong)
赵焕章,赵焕章(Zhao Huanzhang)
苏宁,苏宁(Su Ning)
杨庆卫,杨庆卫(Yang Qingwei)
韩国智,韩国智(Han Guozhi)
李百万,李百万(Li Baiwan)
中国人民解放军战斗文工团,中国人民解放军战斗文工团(Chinese People's Liberation Army Combat Art Troupe)
金鸣森,金鸣森(Jin Mingsen)
四川省川剧院,四川省川剧院(Sichuan Provincial Theater)
胡登跳,胡登跳(Hu Dengtiao)
姚铭忠,姚铭忠(Yao Mingzhong)
史行,史行(Shi Xing)
刘蚨祥,刘蚨祥(Liu Fuxiang)
《小保管上任》创作组集体,《小保管上任》创作组集体(“Xiao Cuan Kuan took office“ creative group collective)
高剑琳,高剑琳(Gao Jianlin)
方传芸,方传芸(Fang Chuanyun)
陈翔,陈翔(Chen Xiang)
林杉,林杉(Lin Shan)
张涵,张涵(Zhang Han)
陈翻,陈翻(Chen Fan)
陶大可,陶大可(Tao Dake)
杨洗,杨洗(Yang Xi)
欧阳明德,欧阳明德(Ouyang Mingde)
傅命甫,傅命甫(Fu Mingfu)
王子林,王子林(Wang Zilin)
南京市越剧团乐队,南京市越剧团乐队(Nanjing Yue Opera Troupe Orchestra)
祖农柯孜,祖农柯孜(Zunnunqiz (Uyghur))
顾笑声,顾笑声(Gu Xiaosheng)
石汉,石汉(Shi Han)
沈丽,沈丽(Shen Li)
邹培英,邹培英(Zou Peiying)
周良业,周良业(Zhou Liangye)
陈耘,陈耘(Chen Yun)
王延盛,王延盛(Wang Yansheng)
汪永康,汪永康(Wang Yongkang)
山西省太原市职工业余演出队,山西省太原市职工业余演出队(Taiyuan City Staff Amateur Performance Team of Shanxi Province)
陈德生,陈德生(Chen Desheng)
东影管弦乐队,东影管弦乐队(Dongying Orchestra)
雪声剧团,雪声剧团(Snow Troupe)
张正宇,张正宇(Zhang Zhengyu)
章微娜,章微娜(Zhang Weina)
张淳,张淳(Zhang Chun)
王善宝,王善宝(Wang Shanbao)
邹德华,邹德华(Zou Dehua)
鞠秀芳,鞠秀芳(Ju Xiufang)
韩绍君,韩绍君(Han Shaojun)
华山,华山(Hua Shan)
张清,张清(Zhang Qing)
刘广阶,刘广阶(Liu Guangjie)
刘怀林,刘怀林(Liu Huailin)
阙云祥,阙云祥(Que Yunxiang)
陈致远,陈致远(Chen Zhiyuan)
郑榕,郑榕(Zheng Rong)
贺飞,贺飞(He Fei)
何非光,何非光(He Feiguang)
南京市越剧团创作组集体创作-计大为,南京市越剧团创作组集体创作-计大为(Nanjing Shaoxing Opera Troup represented by Ji Dawei)
史美成,史美成(Shi Meicheng)
叶加良,叶加良(Ye Jialiang)
洪万生,洪万生(Hong Wansheng)
吴素琴,吴素琴(Wu Suqin)
侯喜瑞,侯喜瑞(Hou Xirui)
傅惠珍,傅惠珍(Fu Huizhen)
赵凯,赵凯(Zhao Kai)
王瑞麟,王瑞麟(Wang Ruilin)
李炎,李炎(Li Yan)
浙江越剧二团,浙江越剧二团(Zhejiang Yue Opera Second Troupe)
李青友,李青友(Li Qingyou)
李炬,李炬(Li Ju)
姚冷,姚冷(Yao Leng)
江苏省扬剧团乐队,江苏省扬剧团乐队(Jiangsu Yang Opera Troupe Orchestra)
小多吉,小多吉(Xiao Duoji)
扮演者,扮演者(Ban Yanzhe)
丁惟敏,丁惟敏(Ding Weimin)
顾力群,顾力群(Gu Liqun)
汤荣春,汤荣春(Tang Rongchun)
奚里德,奚里德(Xi Lide)
吴仞之,吴仞之(Wu Renzhi)
买买提·克里木,买买提·克里木(Mehmet Kerim (Uyghur))
陈小曼,陈小曼(Chen Xiaoman)
希侬,希侬(Xi Nong)
宋景昌,宋景昌(Song Jingchang)
巴力,巴力(Ba Li)
张宝茹,张宝茹(Zhang Baoru)
朱琳,朱琳(Zhu Lin)
张尔瓒,张尔瓒(Zhang Erzan)
林舜卿,林舜卿(Lin Shunqing)
张文俊,张文俊(Zhang Wenjun)
石庆福,石庆福(Shi Qingfu)
季舜才,季舜才(Ji Shuncai)
孙捷,孙捷(Sun Jie)
王公馥,王公馥(Wang Gongfu)
应小英,应小英(Ying Xiaoying)
褚大章,褚大章(Chu Dazhang)
马树林,马树林(Ma Shulin)
萧霞丽,萧霞丽(Xiao Xiali)
阎筱珊,阎筱珊(Yan Xiaoshan)
朱瑛,朱瑛(Zhu Ying)
周小燕,周小燕(Zhou Xiaoyan)
张令赫,张令赫(Zhang Linghe)
章安娜,章安娜(Zhang Anna)
崔淮,崔淮(Cui Huai)
赵学容,赵学容(Zhao Xuerong)
王兆麟,王兆麟(Wang Zhaolin)
格日勒,格日勒(Ge Rile)
刘节,刘节(Liu Jie)
长春市评剧团,长春市评剧团(Changchun Pingju Troupe)
刘春林,刘春林(Liu Chunlin)
重庆市杂技团,重庆市杂技团(Chongqing Acrobatic Troupe)
姜峻峰,姜峻峰(Jiang Junfeng)
高俊英,高俊英(Gao Junying)
吴生汉,吴生汉(Wu Shenghan)
何士德,何士德(He Shide)
韩大提,韩大提(Han Dati)
彭俐侬,彭俐侬(Peng Linong)
张朴实,张朴实(Zhang Poshi)
戴伦,戴伦(Dai Lun)
周传英,周传英(Zhou Chuanying)
崔望云,崔望云(Cui Wangyun)
苏乌水,苏乌水(Su Wushui)
李树谷,李树谷(Li Shugu)
顾荆子,顾荆子(Gu Jingzi)
高明克,高明克(Gao Mingke)
亚滨,亚滨(Ya Bin)
陈曲阳,陈曲阳(Chen Quyang)
袁东保,袁东保(Yuan Dongbao)
李焕,李焕(Li Huan)
陈秉中,陈秉中(Chen Bingzhong)
上影乐团,上影乐团(Shanghai Film Orchestra)
程汉,程汉(Cheng Han)
杨宝河,杨宝河(Yang Baohe)
吴永胜,吴永胜(Wu Yongsheng)
李德伦,李德伦(Li Delun)
韩义,韩义(Han Yi)
褚春梅,褚春梅(Chu Chunmei)
包时,包时(Bao Shi)
黄子敏,黄子敏(Huang Zimin)
徐世芳,徐世芳(Xu Shifang)
王白山,王白山(Wang Baishan)
马延芳,马延芳(Ma Yanfang)
罗念一,罗念一(Luo Nianyi)
李煊,李煊(Li Xuan)
解国诚,解国诚(Jie Guocheng)
柯立正,柯立正(Ke Lizheng)
魏立达,魏立达(Wei Lida)
常受宗,常受宗(Chang Shouzong)
李筱玲,李筱玲(Li Xiaoling)
杜澎,杜澎(Du Peng)
任宏恩,任宏恩(Ren Hongen)
徐景达,徐景达(Xu Jingda)
苏州专区锡剧团,苏州专区锡剧团(Suzhou Tin Opera Troupe)
孙晓文,孙晓文(Sun Xiaowen)
田英,田英(Tian Ying)
李广田,李广田(Li Guangtian)
刘嘉宾,刘嘉宾(Liu Jiabin)
刘英,刘英(Liu Ying)
中央人民广播电台女生广播合唱团,中央人民广播电台女生广播合唱团(Central People's Broadcasting Station Girls Broadcasting Chorus)
段森,段森(Duan Sen)
丁惟明,丁惟明(Ding Weiming)
李松鹤,李松鹤(Li Songhe)
陈仁萱,陈仁萱(Chen Renxuan)
赵戈今,赵戈今(Zhao Gejin)
陈福唐,陈福唐(Chen Futang)
王筱芳,王筱芳(Wang Xiaofang)
张有慧,张有慧(Zhang Youhui)
吕金松,吕金松(Lv Jinsong)
冼碧莹,冼碧莹(Xian Biying)
路菲,路菲(Lu Fei)
魏敏,魏敏(Wei Min)
王家驹,王家驹(Wang Jiaju)
杨小强,杨小强(Yang Xiaoqiang)
蔡铭,蔡铭(Cai Ming)
蔡安安,蔡安安(Cai Anan)
啸马,啸马(Xiao Ma)
黄穗,黄穗(Huang Sui)
吴剑晃,吴剑晃(Wu Jianhuang)
张漪,张漪(Zhang Yi)
翟春华,翟春华(Zhai Chunhua)
赵秀玲,赵秀玲(Zhao Xiuling)
冯连杰,冯连杰(Feng Lianjie)
吴树萌,吴树萌(Wu Shumeng)
刘仁羿,刘仁羿(Liu Renyi)
朴咏一,朴咏一(Po Yongyi)
郭来,郭来(Guo Lai)
韩少云,韩少云(Han Shaoyun)
申英,申英(Shen Ying)
河南安阳专区范县创作组-陈洁,河南安阳专区范县创作组-陈洁(Henan Fan-County Scriptwriting Group represented by Chen Jie)
特·达木林,特·达木林(Te Damlin (Mongolian))
乌玛尔·玉赛音,乌玛尔·玉赛音(Umar Yusain (Uyghur))
吕薇,吕薇(Lv Wei)
张振宗,张振宗(Zhang Zhenzong)
印质明,印质明(Yin Zhiming)
赵勤,赵勤(Zhao Qin)
周苏菲,周苏菲(Zhou Sufei)
黄小勤,黄小勤(Huang Xiaoqin)
刘跃庭,刘跃庭(Liu Yueting)
武汉市越剧团,武汉市越剧团(Wuhan Yue Opera Troupe)
西安市歌舞剧院,西安市歌舞剧院(Xi'an Song and Dance Theater)
张振宇,张振宇(Zhang Zhenyu)
吐尔迪·木沙,吐尔迪·木沙(Turdi Musa (Uyghur))
张立群,张立群(Zhang Liqun)
翁世涛,翁世涛(Weng Shitao)
杨尧龙,杨尧龙(Yang Yaolong)
杨惠贞,杨惠贞(Yang Huizhen)
孙鸣昆,孙鸣昆(Sun Mingkun)
河南省豫剧院三团乐队,河南省豫剧院三团乐队(The Third Troupe of Henan Yu Theater)
上海实验剧团合唱队,上海实验剧团合唱队(Shanghai Experimental Theater Chorus)
高学忠,高学忠(Gao Xuezhong)
齐花坦,齐花坦(Qi Huatan)
高怀允,高怀允(Gao Huaiyun)
沈轶民,沈轶民(Shen Yimin)
金待莹,金待莹(Jin Daiying)
荣孟源,荣孟源(Rong Mengyuan)
李亚敏,李亚敏(Li Yamin)
杨辅权,杨辅权(Yang Fuquan)
买买提江,买买提江(Memetjan (Uyghur))
卢宁,卢宁(Lu Ning)
舒琛,舒琛(Shu Chen)
黄邦瑞,黄邦瑞(Huang Bangrui)
托乎提·艾则孜,托乎提·艾则孜(Tuohuti Ezezi (Uyghur))
侯健夫,侯健夫(Hou Jianfu)
索宝惠,索宝惠(Suo Baohui)
谈鹤鸣,谈鹤鸣(Tan Heming)
赵突山,赵突山(Zhao Tushan)
王培凤,王培凤(Wang Peifeng)
张志英,张志英(Zhang Zhiying)
吴波源,吴波源(Wu Boyuan)
秦万檀,秦万檀(Qin Wantan)
胡旭光,胡旭光(Hu Xuguang)
祝道斌,祝道斌(Zhu Daobin)
华克敏,华克敏(Hua Kemin)
张大利,张大利(Zhang Dali)
阿吾贝克,阿吾贝克(Aubek (Uyghur))
陈金榜,陈金榜(Chen Jinbang)
湖北省戏曲学校,湖北省戏曲学校(Hubei Provincial Opera School)
陈东岗,陈东岗(Chen Donggang)
李仁忠,李仁忠(Li Renzhong)
赵酒如,赵酒如(Zhao Jiuru)
苗发明,苗发明(Miao Faming)
赵维勤,赵维勤(Zhao Weiqin)
胡奇,胡奇(Hu Qi)
陈恭敏,陈恭敏(Chen Gongmin)
江华东,江华东(Jiang Huadong)
吉林省地方戏曲剧院二人转实验队,吉林省地方戏曲剧院二人转实验队(Erren Zhuan Experimental Team of Local Opera Theater of Jilin Province)
刘桐标,刘桐标(Liu Tongbiao)
曹龄青,曹龄青(Cao Lingqing)
管荫琛,管荫琛(Guan Yinchen)
李方城,李方城(Li Fangcheng)
吴文华,吴文华(Wu Wenhua)
谢善修,谢善修(Xie Shanxiu)
石寅光,石寅光(Shi Yinguang)
杜春阳,杜春阳(Du Chunyang)
张汉臣,张汉臣(Zhang Hanchen)
李英举,李英举(Li Yingju)
李柏坚,李柏坚(Li Bojian)
范非,范非(Fan Fei)
陈西汀,陈西汀(Chen Xiting)
萧珩,萧珩(Xiao Heng)
陈奇芬,陈奇芬(Chen Qifen)
蓝优心,蓝优心(Lan Youxin)
韦俊,韦俊(Wei Jun)
凌宣一,凌宣一(Ling Xuanyi)
张仲轩,张仲轩(Zhang Zhongxuan)
艾杨,艾杨(Ai Yang)
陈登科,陈登科(Chen Dengke)
韩辛,韩辛(Han Xin)
何如,何如(He Ru)
瞿白音,瞿白音(Ju Baiyin)
尚德惠,尚德惠(Shang Dehui)
阎俊英,阎俊英(Yan Junying)
李素芬,李素芬(Li Sufen)
吴艺,吴艺(Wu Yi)
李宝兰,李宝兰(Li Baolan)
王葆珍,王葆珍(Wang Baozhen)
赖静,赖静(Lai Jing)
宋加辉,宋加辉(Song Jiahui)
武汉市杂技团,武汉市杂技团(Wuhan Acrobatic Troupe)
程彩萍,程彩萍(Cheng Caiping)
新影厂管弦乐队,新影厂管弦乐队(New Film Studio Orchestra)
孟长安,孟长安(Meng Zhangan)
陈玉品,陈玉品(Chen Yupin)
贾素娥,贾素娥(Jia Sue)
叶敏芝,叶敏芝(Ye Minzhi)
费礼文,费礼文(Fei Liwen)
李云明,李云明(Li Yunming)
任桂香,任桂香(Ren Guixiang)
林榛,林榛(Lin Zhen)
孔方,孔方(Kong Fang)
傅成功,傅成功(Fu Chenggong)
任凤仪,任凤仪(Ren Fengyi)
徐叔华,徐叔华(Xu Shuhua)
赣州专区采茶剧团,赣州专区采茶剧团(Ganzhou Tea Picking Troupe)
刘恒德,刘恒德(Liu Hengde)
包杰,包杰(Bao Jie)
辛克,辛克(Xin Ke)
陈锦荣,陈锦荣(Chen Jinrong)
温琼如,温琼如(Wen Qiongru)
张艳兰,张艳兰(Zhang Yanlan)
冀志枫,冀志枫(Ji Zhifeng)
关维吉,关维吉(Guan Weiji)
罗静宜,罗静宜(Luo Jingyi)
王小刚,王小刚(Wang Xiaogang)
张锡九,张锡九(Zhang Xijiu)
罗时隆,罗时隆(Luo Shilong)
李树仁,李树仁(Li Shuren)
戴衍万,戴衍万(Dai Yanwan)
郭凤英,郭凤英(Guo Fengying)
吴白萄,吴白萄(Wu Baitao)
翼福记,翼福记(Yi Fuji)
卢桂兰,卢桂兰(Lu Guilan)
孙敖,孙敖(Sun Ao)
朱冬燕,朱冬燕(Zhu Dongyan)
万宝珠,万宝珠(Wan Baozhu)
空政文工团歌舞剧团,空政文工团歌舞剧团(Air Force Cultural Troupe Song and Dance Troupe)
盛余泳,盛余泳(Sheng Yuyong)
孙敏,孙敏(Sun Min)
高依云,高依云(Gao Yiyun)
马生奇,马生奇(Ma Shengqi)
苏鸥,苏鸥(Su Ou)
戈阳,戈阳(Ge Yang)
王大民,王大民(Wang Damin)
孟庆良,孟庆良(Meng Qingliang)
怀锦,怀锦(Huai Jin)
方书高,方书高(Fang Shugao)
姚苏凤,姚苏凤(Yao Sufeng)
吕子英,吕子英(Lv Ziying)
钱玲,钱玲(Qian Ling)
王金保,王金保(Wang Jinbao)
李厚襄,李厚襄(Li Houxiang)
吴英,吴英(Wu Ying)
袁之远,袁之远(Yuan Zhiyuan)
所云平,所云平(Suo Yunping)
应文彪,应文彪(Ying Wenbiao)
孙敬,孙敬(Sun Jing)
福建省闽南戏实验剧团编剧组,福建省闽南戏实验剧团编剧组(Scriptwriting Group of Fujian Minnan Opera Experimental Troupe)
苏鸿,苏鸿(Su Hong)
仇明德,仇明德(Chou Mingde)
徐执中,徐执中(Xu Zhizhong)
林兴秦,林兴秦(Lin Xingqin)
高田,高田(Gao Tian)
王立夫,王立夫(Wang Lifu)
宋衍万,宋衍万(Song Yanwan)
钱金才,钱金才(Qian Jincai)
许金元,许金元(Xu Jinyuan)
赵永顺,赵永顺(Zhao Yongshun)
天津市评剧院乐队,天津市评剧院乐队(Tianjin Pingju Theater Orchestra)
黄尚初,黄尚初(Huang Shangchu)
瞿希贤,瞿希贤(Ju Xixian)
上海民族乐团,上海民族乐团(Shanghai Chinese Orchestra)
高小象,高小象(Gao Xiaoxiang)
韩尚义,韩尚义(Han Shangyi)
高玉璞,高玉璞(Gao Yupu)
萨尼亚·莫玛汉,萨尼亚·莫玛汉(Sania Momahan (Uyghur))
洗群,洗群(Xi Qun)
李华銮,李华銮(Li Hualuan)
徐荣辉,徐荣辉(Xu Ronghui)
陈芸,陈芸(Chen Yun)
王希钟,王希钟(Wang Xizhong)
王世荣,王世荣(Wang Shirong)
白居,白居(Bai Ju)
无锡市文化局戏曲创作研究室,无锡市文化局戏曲创作研究室(Opera Creation Research Office of Wuxi Cultural Bureau)
达乌提,达乌提(Dauti (Mongolian))
宋炎清,宋炎清(Song Yanqing)
黄东萍,黄东萍(Huang Dongping)
殷秀岑,殷秀岑(Yin Xiucen)
张志至,张志至(Zhang Zhizhi)
姚德冰,姚德冰(Yao Debing)
李永之,李永之(Li Yongzhi)
杜锡文,杜锡文(Du Xiwen)
马爱珍,马爱珍(Ma Aizhen)
华国珍,华国珍(Hua Guozhen)
潘秋,潘秋(Pan Qiu)
王正相,王正相(Wang Zhengxiang)
赵丽秋,赵丽秋(Zhao Liqiu)
丁桂英,丁桂英(Ding Guiying)
赵文栋,赵文栋(Zhao Wendong)
宋德,宋德(Song De)
张海山,张海山(Zhang Haishan)
顿珠平措,顿珠平措(Dunzhu Pingcuo (Tibetan))
吴茵,吴茵(Wu Yin)
鞠鸿庆,鞠鸿庆(Ju Hongqing)
张启民,张启民(Zhang Qimin)
夏河,夏河(Xia He)
今欣,今欣(Jin Xin)
郝振杰,郝振杰(Hao Zhenjie)
无锡市锡剧团,无锡市锡剧团(Wuxi Tin Theater Troupe)
沈孝祥,沈孝祥(Shen Xiaoxiang)
苏平,苏平(Su Ping)
陈苏,陈苏(Chen Su)
张慧剑,张慧剑(Zhang Huijian)
耿世华,耿世华(Geng Shihua)
王云珍,王云珍(Wang Yunzhen)
汪钺,汪钺(Wang Yue)
解放军前进杂技队,解放军前进杂技队(People's Liberation Army Advance Acrobatics Team)
魏小云,魏小云(Wei Xiaoyun)
晓军,晓军(Xiao Jun)
吴乐懿,吴乐懿(Wu Leyi)
姜吉,姜吉(Jiang Ji)
铁牛,铁牛(Tie Niu)
司徒汉,司徒汉(Si Tuhan)
谭君卿,谭君卿(Tan Junqing)
龚秋霞,龚秋霞(Gong Qiuxia)
齐家兴,齐家兴(Qi Jiaxing)
毕联录,毕联录(Bi Lianlu)
王光彦,王光彦(Wang Guangyan)
胡登仁,胡登仁(Hu Dengren)
邹莉莉,邹莉莉(Zou Lili)
阮蔚霞,阮蔚霞(Ruan Yuxia)
霍云沛,霍云沛(Huo Yunpei)
王明安,王明安(Wang Mingan)
沈福元,沈福元(Shen Fuyuan)
钟甫平,钟甫平(Zhong Fuping)
呼和浩特铁路办事处业余话剧队,呼和浩特铁路办事处业余话剧队(Hohhot Railway Office Amateur Drama Team)
李秋森,李秋森(Li Qiusen)
汤依泽,汤依泽(Tang Yize)
丁士廉,丁士廉(Ding Shilian)
松涛,松涛(Song Tao)
倪长波,倪长波(Ni Zhangbo)
柳影,柳影(Liu Ying)
喀什文工团乐队,喀什文工团乐队(Kashgar Art Troupe)
宗东海,宗东海(Zong Donghai)
华彬,华彬(Hua Bin)
贺宾,贺宾(He Bin)
唐棣,唐棣(Tang Di)
方文超,方文超(Fang Wenchao)
叶琳琅,叶琳琅(Ye Linlang)
赖墉,赖墉(Lai Yong)
蔡楚生,蔡楚生(Cai Chusheng)
李长乐,李长乐(Li Zhangle)
冯冰,冯冰(Feng Bing)
徐捷,徐捷(Xu Jie)
彭国珍,彭国珍(Peng Guozhen)
牛鳞,牛鳞(Niu Lin)
孟庆芳,孟庆芳(Meng Qingfang)
梁十千,梁十千(Liang Shiqian)
苏尔坦·买吉托夫,苏尔坦·买吉托夫(Sultan Maigitov (Uyghur))
张铭钰,张铭钰(Zhang Mingyu)
董金堂,董金堂(Dong Jintang)
李玉,李玉(Li Yu)
于秀卿,于秀卿(Yu Xiuqing)
杨凤山,杨凤山(Yang Fengshan)
张焕,张焕(Zhang Huan)
周艺超,周艺超(Zhou Yichao)
杨天笑,杨天笑(Yang Tianxiao)
祝一民,祝一民(Zhu Yimin)
张汉荫,张汉荫(Zhang Hanyin)
李玫,李玫(Li Mei)
黄达亮,黄达亮(Huang Daliang)
邱炘,邱炘(Qiu Xin)
完艺舟,完艺舟(Wan Yizhou)
韩玉生,韩玉生(Han Yusheng)
李勇新,李勇新(Li Yongxin)
赵铠,赵铠(Zhao Kai)
孟斐,孟斐(Meng Fei)
刘春泉,刘春泉(Liu Chunquan)
姚念贻,姚念贻(Yao Nianyi)
张然,张然(Zhang Ran)
周子乔,周子乔(Zhou Ziqiao)
刁光覃,刁光覃(Diao Guangtan)
赵锐,赵锐(Zhao Rui)
李环,李环(Li Huan)
里予,里予(Li Yu)
王赐平,王赐平(Wang Ciping)
鲁芄,鲁芄(Lu Wan)
黄银泉,黄银泉(Huang Yinquan)
李珍,李珍(Li Zhen)
中国人民解放军总政治部文艺工作团,中国人民解放军总政治部文艺工作团(Literary and Art Work Group of the General Political Department of the Chinese People's Liberation Army)
波波维奇,波波维奇(Pavel Popovich (Russian))
张有明,张有明(Zhang Youming)
骆桂荣,骆桂荣(Luo Guirong)
周菊林,周菊林(Zhou Julin)
李珂,李珂(Li Ke)
王尊善,王尊善(Wang Zunshan)
黄锡林,黄锡林(Huang Xilin)
邵云祥,邵云祥(Shao Yunxiang)
赵锦,赵锦(Zhao Jin)
欧阳红樱,欧阳红樱(Ouyang Hongying)
丁兆丰,丁兆丰(Ding Zhaofeng)
李雅樵,李雅樵(Li Yaqiao)
王昌德,王昌德(Wang Changde)
莫仁楫,莫仁楫(Mo Renji)
凌云,凌云(Ling Yun)
吴萍,吴萍(Wu Ping)
吴学云,吴学云(Wu Xueyun)
友邻,友邻(You Lin)
马万里,马万里(Ma Wanli)
E·吉尔贝尔斯坦,E·吉尔贝尔斯坦(E. Gilberstein (Russian; src))
郑洪,郑洪(Zheng Hong)
黄家学,黄家学(Huang Jiaxue)
唐索维,唐索维(Tang Suowei)
赵锵,赵锵(Zhao Qiang)
凌之浩,凌之浩(Ling Zhihao)
李壬林,李壬林(Li Renlin)
中国京剧院,中国京剧院(China Peking Opera Company)
李延江,李延江(Li Yanjiang)
李嵩山,李嵩山(Li Songshan)
程漠,程漠(Cheng Mo)
张福林,张福林(Zhang Fulin)
沈朔凤,沈朔凤(Shen Shuofeng)
黄粲,黄粲(Huang Can)
周国启,周国启(Zhou Guoqi)
崔焉,崔焉(Cui Yan)
何芳善,何芳善(He Fangshan)
湖南湘剧团音乐组,湖南湘剧团音乐组(Hunan Opera Troupe Music Group)
张福梅,张福梅(Zhang Fumei)
万仲耕,万仲耕(Wan Zhonggeng)
胡兆华,胡兆华(Hu Zhaohua)
邰可明,邰可明(Tai Keming)
