Key,Film Title,Year,Production,Type,Topic,Plot Summary
bao hu lu de mi mi,宝葫芦的秘密,1963,Tianma Film Studio,Feature,9,小学生王葆幻想得到一个宝葫芦，就可以不费力气地得到一切。一天，他的愿望居然实现了。他有了宝葫芦，心里想要什么，所要的东西就摆在眼前了，什么金鱼呀、画报呀、图书呀、玩具呀、机器模型呀……要什么有什么。他和同学下象棋，想吃掉对方的棋子，刹那间，对方的棋子猛然飞进他的嘴里，弄得他很尴尬。他想为班里做一个起重机模型，马上就出现一架模型。可是当模型倒塌，大家要求他重新安装起来时，他当众出了丑。考算术时，他解不出答案，别人完成的考卷与他的空白考卷神不知鬼不觉的对调了，此事被老师发现，羞得他无地自容。他虽然有了宝葫芦，不但没有得到幸福和快活，反而带来了痛苦和烦恼。他逐渐认识到宝葫芦是害人的坏东西，便向同学们揭露了宝葫芦的秘密，并毅然地把这个{QUOTE}宝贝{QUOTE}抛弃。只听{QUOTE}轰{QUOTE}的一声响，宝葫芦爆炸了，王葆也惊醒了，原来他做了一个梦。从此，他懂得了必须刻苦认真学习的道理，改正了缺点。
can hua gu niang,蚕花姑娘,1963,Tianma Film Studio,Feature,4,江南蚕乡姑娘小萍，一心想当演员，不安心务农，养蚕粗枝大叶。嫂嫂巧莲学习养蚕，虚心踏实。陶六婶对小萍不放心，想把她调走。后来，小萍在巧莲的帮助下，早出晚归，努力工作，使六婶改变了对她的看法。一次，小萍为看戏，使蚕生了病，为此。她挨了批评，一气之下离开农村，到镇上找到在剧团里当演员的同学小梅，请小梅介绍她做演员。刚巧小梅也因为要演主角在闹情绪，见此情景她有所悔悟。这时，巧莲赶到，以姑嫂情谊感动了她，使她转变了思想，决心做一个热爱农村的蚕花姑娘。
wu song,武松,1963,Tianma Film Studio,Opera,11,武松因打死一个恶霸，离家避难。日久，因思念哥哥武大，动身返乡，路过阳谷县景阳冈时，在林中打死一猛虎，为地方除了一害。为此，被阳谷县知县收为都头，受众猎户迎拥游街三日，在此期间巧遇武大。原来武大身材矮小，为人忠厚老实，在家乡不忍受欺，搬到阳谷县居住，靠卖炊饼为生。嫂嫂潘金莲见武松相貌英俊，寻机向其挑逗，遭武松训斥，她老羞成怒，将武松逐出门外。{LINE_CUT}一日，潘金莲挑帘失手，将竹竿打在本县恶霸西门庆头上，西门庆见潘金莲娇娆动人，就与王婆定计勾引。不久，西、潘不正当的关系被武大得知，西门庆设计毒死武大，并仗势吩咐殓尸的何九叔焚尸灭迹。武松回来，看出破绽，追出真情，向官衙告状。但是县官受西门庆之贿，反打了武松四十大板。武松愤怒地赶至狮子楼杀死了西门庆，又回家杀死了潘金莲，为此被发配孟州。途经十字坡，投宿梁山好汉张青所开的客店，张妻孙二娘不识武松，与之较量，幸张青赶到解除了误会，并与武松结为兄弟。{LINE_CUT}武松到孟州后，在施恩的请求下，怒打了当地恶霸蒋门神，为施恩夺回了被蒋强占去的{QUOTE}快活林{QUOTE}酒馆。蒋门神求助张都监，设计诬武松为贼，刺配恩州，并买通解差，企图将其暗害。事被武松觉察，杀退了众人，又连夜赶回孟州，把蒋门神等杀死，然后被追投奔梁山。
shuang zhu feng,双珠凤,1963,Tianma Film Studio & Hong Kong Jinsheng Film Company,Feature,9,吏部天官霍天荣之女霍定金随母去进香时，遗失珠凤一只，被洛阳才子文必正拾到。文必正思慕霍定金的才貌，遂改名卖身霍府为奴，一次，文必正给霍小姐送东西，借机把珠凤送还，并说明自己的真实身份，向定金求婚，定金以珠凤相赠，订下终身。不料，当必正返乡攻读时，霍天荣将定金许配给了周国舅的儿子。定金讲出和必正定婚的实情，父亲大怒，逼她从命。定金和婢女秋华烧了闺房化装逃奔，被父亲好友刘丞相收留。{LINE_CUT}霍天荣误认女儿葬身火窗，借机要治文必正放火之罪，将必正押到县衙。必正在牢头杨虎暗中帮助下逃跑，翌年考中状元，前往拜会刘丞相时，在文家与定金相遇。两人结为夫妻，珠凤配成一对。
huai yin ji,槐荫记,1963,Tianma Film Studio & Hong Kong Changhong Film Company,Opera,13,玉帝的小女儿七仙女感到天宫生活孤单寂寞，思慕人间，一天，七仙女随六个姐姐同往凌虚台游玩，看到长工董永忠厚老实，引起爱慕之情。大姐看穿七妹的心事，有心相助又怕天宫戒律森严，在七仙女的一再请求下，才同意她下凡，并赠与难香一枝，以便遇难时焚香求救。七仙女来到人间，由槐荫树为媒，土地公公主婚，与董永结为夫妻。为赎卖身为长工的丈夫，她去傅员外家做工，傅员外怕七仙女白吃他家的饭，先是不肯收，后又故意刁难，要她在一夜之间织成十匹锦绢，能织成就将董永的三年长工期改为百日，否则将三年改为六年。七仙女在机房焚香求救，六位姐姐下凡，帮助七仙女一夜织成十匹锦绢。傅员外只得履行诺言。百日期满后，夫妻二人归家，途中，董永发觉妻子已怀孕，赶忙去讨水给她解渴。这时，忽然狂风大作，天空出现天将，传下玉帝旨意，限七仙女在午时三刻返回天宫，否则要将董永碎尸万段。七仙女不忍心让丈夫受伤害，等董永回来，便把自己的来历讲明，又撕下一块裙子，写下忠于董永的血书，怀着悲愤的心情，返回天宫。
qiu mi,球迷,1963,Tianma Film Studio,Feature,0,某市交工队与医工队争夺全市足球冠亚军的决赛，在球迷中引起轰动。球迷司机好不容易弄到一张球票，又被妻子慌乱中把票和到面里去了，到了现场检票时，他才发现票没有了，被坚持原则的检票员拒之场外。他的儿子小球迷，听妈妈说爸爸已有了球票，就将给爸爸买的那张球票，卖给了在球场外等买退票的球迷医生的妻子，球迷司机得知后，埋怨儿子不该把票卖掉，很想让儿子把球票让给他看，但是又感到很难为情，最后还是让儿子去看了，司机的妻子在家中吃饼时，从饼中发现丈夫的球票，匆匆离开家去给丈夫送票，由于进场观众太拥挤，她被潮水般的人群卷进球场，而在场外等票的丈夫却干着急没有办法。一会儿，司机拣到一张球票，当他进场时，看见失主着急的到处找票，他又主动地将票交给了失主。继之，有个球迷退票，球迷司机和球迷医生为争买这张票划起拳来，结果医生将票得去，和妻子一块高高兴兴地进场了。不久，有位孕妇要生产，孕妇的母亲来找接生的球迷医生，球迷医生恋恋不舍地离开球场。球迷司机从医生手中接过球票，喜出望外，但为将医生送回医院，他又放弃了看球的机会。办完事回来后，两人都为没看到球赛遗憾。可是当他们听说两个队踢成平局，而且两个人又都搞到观看再次举行决赛的球票时，便转忧为喜。
ye huo chun feng dou gu cheng,野火春风斗古城,1963,August First Film Studio,Feature,0,一九四三年，游击队政委杨晓冬化妆进入东北某古城，在地下交通员金环、银环姐妹的配合下，计划先争取伪团长关敬陶，然后攻城。游击队在一次伏击中，俘获了关敬陶，之后又将他放了。关敬陶被释放回来，引起了日本顾问多田和伪军司令高大成的怀疑，并让被叛徒高自萍出卖被捕的金环与关敬陶对质。金环机智地为关敬陶卸脱了责任，英勇就义。之后，杨母也被高自萍出卖。银环忍受着姐姐牺牲的悲痛，又急于搭救杨母，不慎在高自萍面前暴露了与杨晓冬接头的地点，当她发觉高是叛徒，奔往相告时，杨晓冬已被特务逮捕。高大成想利用母子之情，软化杨晓冬，从而将我地下党组织一网打尽。杨母为让儿子坚决斗争，坠楼身死。银环在武工队和地下党组织的配合下，冒险救出杨晓冬，但杨晓冬为了完成争取关敬陶的任务，毅然隐蔽下来。一次，关敬陶的部下前来搜查，危急时刻，关为杨解脱了危险。杨晓冬见时机成熟，与银环亲自登门拜访关，申明大义，使关深受感动。最后，杨晓冬乘高大成命令伪军出城抢粮之机，在武工队配合下，消灭了前来监督的特务队长兰毛，带领起义的关敬陶部上山。在出生入死的斗争中，杨晓冬与银环产生了爱情，当杨晓冬完成了任务，与银环告别时，他将母亲生前留给未来儿媳妇的一枚红心戒指送给了银环。
nong nu,农奴,1963,August First Film Studio,Feature,9,强巴的祖祖辈辈都是农奴。他出生不久，父母就被农奴主旺杰老爷折磨死了。他十几岁时，被旺杰收为家奴，给少爷郎杰当{QUOTE}人马{QUOTE}，过着非人的生活，倔强的小强巴从此不再说话，用沉默表示反抗。解放军进藏后，一天，长大了的强巴在跟随郎杰去会见解放军的途中，当郎杰又要他背着过河时，他故意从背上把郎杰摔下来。幸而解放军来到，强巴才避免了老爷的惩罚。解放军治好了强巴的伤，还用马送他回去。郎杰害怕农奴觉悟，叫管家把强巴绑在马后活活拖死，被女奴兰朵的哥哥铁匠格桑救下。强巴和兰朵一同去找解放军，途中遇到郎杰，二人纵马跳崖投江。兰朵被解放军救起，摆脱了农奴的命运。强巴被郎杰抓了回去，郎杰要把他处死，伪善的土登活佛收留他当了喇嘛。不久，郎杰和土登活佛勾结帝国主义分子叛乱。叛乱被粉碎后，郎杰胁迫强巴逃往国外，途中郎杰又一次骑在强巴身上，强巴怒火燃烧，把郎杰摔倒在地下，和郎杰展开殊死搏斗。危急时刻，又为解放军所救。强巴深受感动，奔回寺庙把土登活佛暗藏的武器取出来准备交给解放军。土登为了消灭罪证，放火烧毁寺庙，企图嫁祸解放军。强巴抱着一捆枪从火海中冲出来，揭露了土登活佛的罪行。农奴获得了彻底解放。强巴和参加了进藏工作队的兰朵相会了，多年的{QUOTE}哑巴{QUOTE}说话了。
nu chao,怒潮,1963,August First Film Studio,Feature,7,一九二七年{QUOTE}马日事变{QUOTE}后，湖南南乡农民协会主席邱金误认敌为友，不幸被捕，在敌人的大屠杀中侥幸逃脱。继之，他为替受难的乡亲和被害的母亲报仇，与敌人拼命，身负重伤，为县特派员罗大成所救，邱金在罗大成的启发下，重新发动农民武装，与敌人进行斗争。中央特派员右倾机会主义分子王怀志，大喊农民运动过火了，并撤了罗大成的职，强令解散农民武装，致使革命又一次遭到了重大损失，罗大成在遭遇战中牺牲，王怀志也死于敌手。{LINE_CUT}后来，邱金组织并带领农民武装，参加了毛泽东同志领导的秋收暴动，前往井冈山。
zhua zhuang ding,抓壮丁,1963,August First Film Studio,Feature,13,抗战初期，在四川某乡村里，国民党反动派打着抗日的招牌乘机买卖壮丁，对群众进行敲诈勒索。在国民党某师的管区里，负责抓丁队的卢队长，向地头蛇王保长要壮丁。王保长向地主李老栓敲诈壮丁费。李老栓丧尽天良地诈尽佃农姜国富的血汗钱后，又买通王保长，抓了姜国富的独生子去当替身，姜国富被逼自尽不久，李老栓的在外面当了国民党团副的大儿子衣锦荣归。这时王保长、卢队长又来企图敲诈李老栓，于是王、卢与李家父子展开了一场狗咬狗的斗争。争吵的结果在蒋介石的一纸{QUOTE}委任状{QUOTE}下达成默契，他们联合一起欺压劫夺农民，大抓壮丁。这时，被榨干骨髓的农民们，在忍无可忍的情况下，起来造反，把这伙欺压人民的坏蛋全部收拾了。
ge ming li shi ge qu biao yan chang,革命历史歌曲表演唱,1963,August First Film Studio,Performance,8,影片由根据毛主席诗词《井冈山》、《娄山关》谱写的歌曲及江西、延安等老根据地的民歌《八月桂花遍地开》、《十送红军》、《松花江上》、《救亡进行曲》、《义勇军进行曲》、《八路军歌》、《新四军军歌》、《太行山上》、《游击队歌》、《延安颂》、《南泥湾》、《东方红》等四十几首革命歌曲贯串而成，并通过舞蹈的形式，反映了秋收起义、红军长征、抗日战争、南泥湾大生产运动直至抗战胜利的革命历史，表现了中国革命的光辉历程。
duo yin,夺印,1963,August First Film Studio,Feature,0,一九六零年，苏北小陈庄生产大队领导权被反革命分子陈景宜篡夺，大队长陈广清成了坏人一把挡风遮日的{QUOTE}大红伞{QUOTE}新支书何文进来到小陈庄上任，陈景宜叫大队长陈广清把何迎到陈家门楼，摆下酒宴给何接风，企图拉何下水。何文进识破了陈景宜的伎俩，陈景宜见何没有上钩，唯恐自己偷稻种的事被何发现，指使会计陈广西去给社员陈友才家里送粮，以此威胁利诱陈友才不要说出偷运稻种的事。何文进得知陈友才家里生活困难，就带着救济粮来到陈家，从友才妻口中得知陈景宜叫人送粮的事，引起了他的猜疑。陈景宜以关心群众生活为名，煽动一部分落后群众闹着要分稻种，经过何文进的解释说服，才平息了这场风波。事后，何文进通过调查，发现群众并不是真缺粮，而是对仓库保管员有意见，决定要年轻的共产党员胡素芳帮助陈景宜的老婆、仓库保管员兰菜花清查账目。陈景宜趁何文进外出之机，设下圈套栽赃陷害胡素芳，以便混水摸鱼。胡素芳误入仓库，掉进敌人的陷阱，大队长陈广清认敌为友，偏听偏信，认定胡素芳偷稻种。何文进外出回来，了解了全部情况后，又对被坏人利用的陈友才进行启发诱导，陈有所觉悟。当夜，陈友才在去找何支书报告情况的路上，被陈广西截住，叫他把藏在黑鱼嘴那船稻种沉掉。陈友才没听陈广西的指挥，反而把稻种船撑回村来。陈景宜和陈广西尾追在后，当他们正要对陈友才行凶时，何支书带民兵及时赶到，救了陈友才，将陈景宜和陈广西逮捕。小陈庄的领导权终于又回到人民的手中。
gen zong zhui ji,跟踪追击,1963,Pearl River Film Studio,Feature,5,一九六一年国庆前夕，美蒋派遣特务钱家仁和林永贵，携带定时炸弹潜入广州，妄图进行破坏。我公安人员李明刚和小黄，根据火车上一位老太婆的旅行袋被人调换的线索，查明发电厂老工人林德祥的侄儿林永贵，就是换取老太婆手提包的特务，并争取了林永贵。接着，李明刚冒充林发展的特务对象，准备与美蒋特务机关派来的人接头，因他不够沉着露出破绽，为暗中前来监视的女特务徐英察觉，并向钱家仁做了汇报。钱怕事情败露，决定放弃林永贵，改变爆破目标。为了迷惑公安人员，钱家仁故意在藏放炸弹的地点留下一个炸弹，而将另一个炸弹藏在万能电表中，利用其世伯何老师的外甥女——变电站技术员小蔡，将藏有炸弹的万能电表带进变电站。李明刚在何老师的帮助下，发现了这一情况，及时赶到变电站，将炸弹排除。正当钱家仁和徐英企图乘船外逃时，被我公安人员逮捕。
qi shi er jia fang ke,七十二家房客,1963,Pearl River Film Studio & Hong Kong Hongtu Film Company,Feature,15,解放前，广州市的一幢破旧楼房里住着七十二家穷苦的房客(都是摊贩、小手工业者、流浪艺人等贫民)，深受房东流氓恶霸炳根夫妇的欺压。为了发财，炳根夫妇想把出租的房子改办为吃、喝、嫖、赌的{QUOTE}逍遥宫{QUOTE}，请来警察{QUOTE}369{QUOTE}号帮助撵走房客房客们在反逼迁斗争中团结起来，使炳根夫妇计不得逞。炳根又请{QUOTE}369{QUOTE}号搭线，决定把自己的漂亮养女阿香送给警察分局长做姨太太，以便依仗分局长的势力撵走房客。股东们见{QUOTE}逍遥宫{QUOTE}有警察分局长撑腰，踊跃把股金交给了炳根。但阿香坚决不嫁分局长，从迎亲筵席上逃走。房客们同情阿香的不幸，把她藏了起来，炳根夫妇遍找无着，被分局长关进了监狱，股金落进了分局长的腰包，阿香则安然无恙。七十二家房客也因{QUOTE}逍遥宫{QUOTE}流产，得在这幢破旧的楼房里暂且安身，免于露宿街头。
mao zi pei chuang gong,毛子佩闯宫,1963,Pearl River Film Studio & Hong Kong Hongtu Film Company,Opera,6,明朝正德年间，御史毛龙之子子佩与薛梅相爱后，薛梅被皇帝选进宫。子佩游玩迷途，误入留春院，帝妃张书昭见他才貌双全，遂生爱慕之意。这时皇帝驾到，子佩来不及躲避，引起皇帝的怀疑。张妃与子佩以姊弟相称，皇帝仍不信，又召来毛龙。张妃急中生智，巧妙地骗过了皇帝。之后，张妃趁皇帝前往大同与名妓刘倩倩相会之机，派人请子佩入宫相会，张妃无意中却发觉子佩与薛梅相爱，很同情他们。这时皇帝访美归来，子佩仓促藏在后花园的假山后。酒席间，皇帝突然离席向假山走来。张妃又巧妙地挡住皇帝的视线，使子佩得以转移。不料却又被皇帝看见，子佩只得假充内侍为皇帝斟酒。皇帝又召来毛龙。毛龙见其子在此，大惊失色。但在张妃的帮助下，又一次化险为夷。事后，毛龙怕儿子闯祸，命他回乡。行前，子佩男扮女装，冒险闯入宫院，与薛梅密商出逃之事，被张妃听见。这时，皇帝驾到，宣薛梅进宫。张妃示意薛梅装病倒地，子佩急忙上前搀扶。皇帝见子佩颇有几分姿色，欲纳为妃。子佩编谎话说自己命不好而推托，皇帝又召来毛龙，命他写诏书将算命人斩尽杀绝。子佩与薛梅面斥昏君，皇帝下旨用毒酒将他二人毒死。张妃偷换了毒酒，救下了子佩与薛梅，并放他们出宫。
tao hua shan,桃花扇,1963,Xi'an Film Studio,Feature,1,明朝末年，文人组织{QUOTE}复社{QUOTE}的领袖书生侯朝宗，因痛斥奸臣阮大，为秦淮名妓李香君所爱慕。侯题诗扇上，赠与香君作定情之物。阮大铖请侯朝宗的好友杨龙友代赠侯朝宗白银三百两，作为娶香君的妆奁花销。侯不明底细，将银子收留。待到后来香君从杨龙友口中得知银子系阮所赠时，毅然请杨将东西退还给阮大铖。次年，明崇祯皇帝吊死，阮大铖勾结凤阳总督马士英拥立福王在南京继位，对{QUOTE}复社{QUOTE}文人大肆搜捕。侯被迫离开南京，与香君告别，前去投奔扬州督师史可法。阮大铖为泄私愤，借着马士英想拢络淮阳督抚田仰的机会，向马士英献计买香君送给田仰作妾。香君不从，以头触桌，昏厥于地，养母李贞丽代香君出嫁。杨龙友见侯的定情诗扇溅了斑斑血迹，随手把它点染成几枝桃花。香君托人将桃花扇带给侯朝宗以代书信。阮、马为迎合福王，将香君等抓去排演阮大铖编写的歌舞《燕子笺》。香君借机自编新词，痛骂阮、马，因而被软禁。此时侯朝宗重返南京寻找香君，也被捕入狱。不久，清兵攻破扬州，史可法殉国。阮、马仓惶逃走。香君逃至栖霞山葆贞庵避难。八年后，侯朝宗寻香君来到葆贞庵。当香君得知侯朝宗已变节投清时，乃严词斥责，撕碎桃花扇，从此拒侯，入庵隐居。
zha mei an,铡美案,1964,Changchun Film Studio & Hong Kong Fanhua Film Company,Opera,10,陈士美赴京赶考，其妻秦香莲在家苦待。陈士美中状元后入赘丞相府。当香莲携儿带女来找他时，他拒不相认，将秦氏母子三人赶出府去，并派韩琪在途中杀害他们，韩琪不忍心下毒手，但又惧怕陈士美的权势，因而自刎身亡。秦香莲向包丞相告状，包丞相秉公断案，怒侧了陈士美。
du li da dui,独立大队,1964,Changchun Film Studio,Feature,10,一九四六年，粤北游击队派联络员叶永茂，去说服从国民党军队中逃出的一支由马龙率领的{QUOTE}绿林{QUOTE}队伍。马龙受其结拜弟兄刁飞虎与李登高的离间，对叶永茂有戒心。刁飞虎依仗他曾救过马龙的性命，胡作非为。农民出身的新战士牛牯因不满意刁飞虎的土匪行为，带枪逃跑，要去找游击队，刁反诬他是受叶永茂的勾引。在审问时，牛牯当众揭发了刁的罪行，士兵群情激愤，要求枪毙刁飞虎。李登高替刁求情，马龙念刁救命之情，手软下来，后来，马在叶永茂的启发下，下决心整顿队伍。之后，刁、李合谋，使诈降计，马中计负伤，危急时刻，叶永茂带援兵赶到，救了马龙，打死了刁飞虎和李登高。经过这次血的教训，马龙主动要求将独立大队改为粤北游击队第四中队。
bing lin cheng xia,兵临城下,1964,Changchun Film Studio,Feature,10,解放战争时期，东北某城的国民党守军处于我军包围之中。为了争取蒋军非嫡系部队三六九师起义，我东北民主联军将被俘的敌三六九师师长赵崇武的亲信团长郑汉臣夫妇释放，并代为郑寻找失散的孩子，使郑深受感动。郑回城后，受到特务的怀疑，赵崇武的部队更受到蒋军嫡系部队二零三师的排挤与监视，郑太太受到二零三师某连长的侮辱，从而更加深了敌人内部的矛盾。民主联军派姜部长以给郑送孩子为由，化装前往劝说赵崇武弃暗投明，但赵迟迟下不了起义的决心。不久，姜部长和郑的联系被蒋军嫡系亲信安插在二零三师的参谋长钱孝正发现，钱企图逮捕姜、郑。这时，刚晋升官爵的赵崇武，怕受连累，命令郑把姜送走。之后，前来视察的国民党高级参谋胡高参命令赵崇武的师担任突围的主攻任务。敌人第一次突围遭到我军的沉重打击，赵负伤并受到胡高参的严厉斥责，接着赵又发现蒋介石指示胡高参突围后铲除他的密电，赵在四面楚歌、幻想破灭的情况下，决定率部起义。他们逮捕了胡高参、打死了钱孝正，迫使蒋嫡系二零三师投降。
ying xiong er nv,英雄儿女,1964,Changchun Film Studio,Feature,1,抗美援朝期间，志愿军某师政治委员王文清，在朝鲜战场上偶遇老战友王复标之子王成，得知王成的妹妹王芳也在军中工作。此后，王成牺牲，全军开展了向王成学习的运动，在这个时候王文清见到了王芳，认出她就是自己十八年前失散的亲生女儿，但却没有立即认她，而是鼓励她向哥哥学习。一次，王芳在阵地上为炊事员演唱王成的英雄事迹时，敌人炮火突然袭来，王芳为掩护炊事员而负伤，被送回祖国养伤。不久，王复标随慰问团赴朝慰问，王芳也伤愈归队，三人团圆，王复标将真情告知王芳，王文清勉励王芳做一个革命的接班人。
hong guan jia,红管家,1964,Changchun Film Studio,Opera,9,生产大队会计聂小江丰收不忘节约，坚持原则。丁三婶为了给女儿小玉买布做衣裳，找小江借钱，遭到拒绝，她很生气。后来，小江把母亲卖鸡蛋准备买布的钱借给了丁三婶。小玉以为小江不坚持原则，徇私情将集体的钱给自己的妈妈，她很生气，要去批评小江。继之，大队长丁金山为了庆祝丰收，准备请不正当的剧团演旧戏。小江反对大队长铺张浪费。老支书表扬了小江坚持原则的精神，并帮助大队长认识了错误。这时，在场的丁三婶深受教育，批评小江不该借钱给她。小玉出来说明了情况，老支书也乘机道破小江和小玉的爱情秘密，丁三婶高兴得合不上嘴。最后，大队长因推掉了剧团的演出，正准备向前来看戏的群众进行解释时，小玉提出上演她们排演的新戏《夺印》，帮助队长解决了困难。
hao xi fu,好媳妇,1964,Changchun Film Studio,Opera,10,青年女生产队长淑芳关心集体，婆婆李大娘却埋怨她{QUOTE}心眼不够数{QUOTE}，光为集体不为个人。一天，李大娘叫淑芳去锄自留地，淑芳见队里的谷苗有人锄的质量不好，就重新锄了一遍。金贵嫂因锄地不干净，记工员二妞扣了她的工分，她请李大娘向淑芳说情。淑芳坚持原则，大公无私，金贵嫂败兴而归。可是二妞忽然把扣她的工分还给了她，老支书还决定奖励她两分，弄得金贵嫂莫名其妙，她到地里一看，才知道淑芳替她把地又锄了一遍。金贵嫂心中非常惭愧。要把队里奖给她的工分给淑芳，淑芳不要，这时老支书来了，他不了解实情，又把金贵嫂表扬一番，弄得金贵嫂哭笑不得。李大娘听说淑芳没锄自留地，非常生气，扛起锄头下地去了。她到自留地一看，地已锄得干干净净，她以为是儿媳故意和她开玩笑。回到家里一问，才知道是老支书见淑芳整天因公忘私，主动替她锄了自留地。事实教育了李大娘，使她纠正了对媳妇的错误看法。
nan hai de zao chen,南海的早晨,1964,Changchun Film Studio,Feature,0,一九六二年，美蒋叫嚣窜犯大陆的消息传到南海某渔村。村里的地主婆聂玉娇暗地搜集我海防情报，提供给逃至香港当特务的三弟陈官运，并鼓动其侄女陈美娟拉拢不安心会计工作的高中毕业生田世雄逃往香港。大队党支部书记、民兵队长田秀英多次对弟弟田世雄进行批评帮助，田世雄不但不听姐姐的劝告，反而离家去广州找工作。聂玉娇见拉拢田世雄的阴谋未得逞，又派陈美娟携带情报前往香港，陈在途中被捕。田世雄回村后，得知陈美娟被捕的消息后，才醒悟过来。不久，美蒋派国民党先遣军第一纵队司令邱正光，率敌特伪装成我解放军登陆，聂玉娇正要配合敌特行动时被民兵逮捕。秀英率民兵配合解放军全歼了敌特。几天后，陈官运率第二批敌特登陆，也被全歼。生产大队长金牛过去由于思想麻痹，只抓生产，忽视海防工作，通过敌人登陆事件，也认识到了自己的错误。
nv tiao shui dui yuan,女跳水队员,1964,Changchun Film Studio,Feature,7,湛江市中学生陈晓红利用业余时间学跳水，在体校王教练的指导和同伴高丽梅、黄桂兰等人的帮助下，获得全国少年女子跳水冠军后，她被成绩冲昏了头脑，渐渐骄傲起来。后来，王教练提升当教导主任。新来的周教练有严重的个人主义思想，他用名利思想影响晓红，为晓红拟定了一个过高的训练计划。王对周拟定的计划提出了意见。一个多月后，在全国跳水比赛中，周教练不切实际地临时决定晓红跳高难的{QUOTE}5311{QUOTE}动作。比赛结果，晓红这项动作得了零分，她心里很难过。经过老师和同学们的帮助，晓红受到很大教育和启发。周教练也认识到自己的错误。但由于精神作用，晓红始终突不破{QUOTE}5311{QUOTE}这一关。一次，晓红为抢救落水儿童，从十几米高的悬崖上跳到湖里，无意中竟成功地跳了{QUOTE}5311{QUOTE}动作。最后，陈晓红和她的同伴高丽梅、黄桂兰在全国优秀运动员选拔赛中获得了优秀成绩，并被选为代表，前往北京参加国庆活动。
cai die fen fei,彩蝶纷飞,1964,Beijing Film Studio,Performance,13,影片包括我国各民族十二个民间歌舞节目，有：蒙族民间舞《盅碗舞》、维吾尔族民间舞《鼓舞》、塔吉克族的《牧羊女》、彝族的《笛舞》、佤族民间舞《春臼》、黎族的《草舞》、哈尼族的《采茶舞》、傣族民间舞蹈《赶摆的路上》、藏族民间舞《草原上的热巴》等。
xiao ling dang,小铃铛,1964,Beijing Film Studio,Feature,4,一对小兄妹拾到一个外号叫{QUOTE}小铃铛{QUOTE}的报幕木偶。妹妹小佳主张立刻送还剧团，哥哥小满不同意，硬要先玩一会再还，并且调皮地抱起小铃铛跑了。之后，小满一个人躲在公园的摇船上睡着了。{LINE_CUT}在奇异的梦幻中，小铃铛活了，不但和小满交上了朋友，还对小满提出了批评。小满接受了批评，将小铃铛送回剧团，并且应邀参加了演出。在演出中，一个长得和小满一样的{QUOTE}巨人{QUOTE}把小铃铛当场抢走。小满非常气愤，他勇敢地向{QUOTE}巨人{QUOTE}追去，但又追不回来，急得他哭起来。醒来后，小满觉得妹妹的话有道理，就把小铃铛交还失主，保证了木偶剧团的演出。
qing nian lu ban,青年鲁班,1964,Beijing Film Studio,Feature,0,青年建筑工人李三辈出身贫苦，解放前家中三辈人都讨过饭，解放后，三辈参加了工作，但由于没有文化，学习时感到很吃力。刚从大学毕业的女技术员秦淑贞，开始看不惯这个笨拙的学生，错怪三辈学习不用功，两人发生误会。后来小秦了解了三辈的过去，深受感动，耐心地帮助三辈学文化，两人逐步建立了友谊和爱情。三年后，三辈的文化程度显著提高。在改革木工技术中的一项比较落后的工作方法{QUOTE}放大样{QUOTE}时，三辈由于忽视向老工人学习技术经验，遭到失败。后来在一次试验中，他不慎掉伤，出事后受到工地领导的批评和不怀好意的韩技术员的攻击，秦淑贞则热情地鼓励和帮助他，他鼓起勇气终于改革成功，提前完成了任务。
xiao er hei jie hun,小二黑结婚,1964,Beijing Film Studio,Feature,9,抗日战争时期，刚刚解放的山西某县刘家峧村，民兵队长二黑和妇女委员小芹产生了爱情。二黑的父亲刘修德，外号叫二诸葛，满脑瓜的迷信思想，以二黑与小芹命相不符为由，反对他们的婚事，坚持要将收养的九岁养女做二黑的童养媳。村武委会主任金旺和村委员兴旺兄弟俩，早年曾勾结汉奸、土匪，干了不少坏事，他们怕将来二黑夺了他们的权，因此对二黑和小芹的爱情千方百计进行破坏和打击。一次，金旺想调戏小芹，碰了钉子后，恼羞成怒，以二黑装病、不参加民兵集训为借口，要斗争二黑。金旺的老婆也以小芹{QUOTE}自由恋爱有伤风化{QUOTE}为由，要斗争小芹，但均被村长制止。二黑在村长的支持下，发动群众揭发金旺兄弟的罪行。金旺更怀恨在心，在企图污辱小芹未逞后，又威胁小芹的母亲三仙姑，强行把小芹许给一个退伍的国民党军队的团长。小芹拒婚，被母亲禁闭，深夜她越窗逃出去找二黑，恰巧被金旺兄弟看见，他们声称{QUOTE}捉奸捉双{QUOTE}，将二黑和小芹捆起来送区政府。但是，区长对金旺兄弟的胡作非为都已调查清楚，当场将他们扣押起来，并说服了二诸葛和三仙姑。二黑和小芹在区长的支持下，终于争取到婚姻自主。
